folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
folga:	000sem-resposta	máquina própria: voa com o ocupante
